"cliente","genero","nivel_educativo","ocupacion","propietario_casa","estado_civil","ingreso_anual","numero_hijos","unidades_compradas"
"421","M","Universitaria Postgrado","Empresario","No","Soltero",130000,2,"1"
"422","F","Universitaria Completa","Empresario","No","Soltero",90000,4,"1"
"423","F","Universitaria Incompleta","Independiente","No","Soltero",40000,3,"1"
"424","F","Universitaria Completa","Empleado","Si","Soltero",50000,3,"1"
"425","F","Universitaria Completa","Empleado","No","Soltero",50000,3,"1"
"426","M","Universitaria Postgrado","Independiente","Si","Soltero",60000,0,"1"
"427","F","Universitaria Postgrado","Independiente","Si","Casado",80000,3,"1"
"428","F","Universitaria Postgrado","Independiente","Si","Casado",70000,3,"1"
"429","F","Universitaria Completa","Empleado","Si","Soltero",80000,3,"1"
"43","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,3,"1"
"430","M","Universitaria Completa","Empleado","Si","Casado",40000,2,"1"
"431","M","Universitaria Postgrado","Independiente","Si","Casado",70000,5,"1"
"432","M","Secundaria Completa","Empresario","Si","Casado",80000,5,"1"
"433","F","Universitaria Completa","Independiente","Si","Soltero",60000,4,"1"
"434","M","Secundaria Incompleta","Deportista","No","Soltero",40000,0,"1"
"435","F","Universitaria Completa","Independiente","Si","Soltero",40000,0,"1"
"436","M","Universitaria Postgrado","Independiente","Si","Casado",80000,2,"1"
"437","F","Universitaria Postgrado","Independiente","Si","Casado",80000,4,"1"
"438","F","Universitaria Completa","Independiente","No","Casado",40000,0,"1"
"439","F","Universitaria Postgrado","Empleado","Si","Soltero",60000,1,"1"
"44","M","Secundaria Completa","Comerciante","Si","Soltero",20000,2,"1"
"440","F","Universitaria Postgrado","Independiente","Si","Casado",60000,0,"1"
"441","M","Universitaria Postgrado","Empleado","Si","Soltero",50000,1,"1"
"442","M","Universitaria Incompleta","Empleado","No","Soltero",60000,0,"1"
"443","M","Universitaria Postgrado","Empresario","Si","Soltero",130000,0,"1"
"444","M","Secundaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"445","M","Universitaria Completa","Empresario","No","Soltero",150000,2,"1"
"446","F","Universitaria Completa","Empresario","Si","Casado",60000,2,"1"
"447","F","Universitaria Incompleta","Independiente","Si","Casado",70000,3,"1"
"448","M","Universitaria Incompleta","Empleado","No","Soltero",60000,0,"1"
"449","F","Secundaria Incompleta","Comerciante","Si","Soltero",10000,0,"1"
"45","M","Universitaria Postgrado","Empleado","Si","Casado",50000,0,"1"
"450","M","Universitaria Incompleta","Independiente","Si","Soltero",120000,4,"1"
"451","M","Secundaria Completa","Comerciante","Si","Soltero",20000,2,"1"
"452","F","Universitaria Incompleta","Independiente","Si","Soltero",110000,2,"1"
"453","F","Universitaria Incompleta","Independiente","Si","Soltero",90000,0,"1"
"454","M","Secundaria Completa","Empleado","Si","Casado",40000,0,"1"
"455","M","Universitaria Completa","Empresario","No","Soltero",130000,1,"1"
"456","M","Universitaria Completa","Empresario","Si","Soltero",60000,4,"1"
"457","F","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"458","M","Secundaria Incompleta","Comerciante","Si","Soltero",10000,5,"1"
"459","M","Universitaria Completa","Empresario","Si","Casado",60000,4,"1"
"46","M","Secundaria Completa","Independiente","Si","Casado",170000,3,"1"
"460","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"461","F","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"462","M","Universitaria Incompleta","Comerciante","Si","Soltero",10000,2,"1"
"463","F","Universitaria Postgrado","Empresario","Si","Casado",130000,2,"1"
"464","M","Universitaria Completa","Empresario","Si","Soltero",90000,5,"1"
"465","M","Universitaria Postgrado","Empresario","No","Casado",170000,1,"1"
"466","M","Universitaria Postgrado","Empresario","No","Soltero",170000,1,"1"
"467","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,3,"1"
"468","F","Universitaria Completa","Empresario","Si","Casado",130000,4,"1"
"469","F","Universitaria Postgrado","Empleado","Si","Soltero",50000,1,"1"
"47","M","Universitaria Postgrado","Comerciante","Si","Casado",10000,0,"1"
"470","M","Universitaria Incompleta","Deportista","Si","Soltero",40000,3,"1"
"471","M","Universitaria Postgrado","Empleado","Si","Casado",60000,4,"1"
"472","F","Universitaria Postgrado","Independiente","Si","Casado",70000,4,"1"
"473","M","Universitaria Postgrado","Empresario","Si","Casado",70000,5,"1"
"474","F","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"475","F","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"476","M","Universitaria Completa","Deportista","Si","Casado",40000,0,"1"
"477","F","Universitaria Completa","Deportista","No","Casado",40000,0,"1"
"478","M","Universitaria Incompleta","Comerciante","Si","Soltero",20000,2,"1"
"479","F","Universitaria Completa","Deportista","Si","Casado",30000,0,"1"
"48","M","Secundaria Incompleta","Comerciante","Si","Soltero",20000,0,"1"
"480","F","Universitaria Completa","Comerciante","Si","Casado",20000,1,"1"
"481","M","Universitaria Postgrado","Deportista","Si","Casado",30000,3,"1"
"482","M","Universitaria Postgrado","Deportista","No","Casado",40000,0,"1"
"483","M","Secundaria Completa","Comerciante","No","Soltero",10000,1,"1"
"484","M","Universitaria Completa","Independiente","Si","Casado",60000,2,"1"
"485","M","Universitaria Postgrado","Empresario","Si","Casado",100000,0,"1"
"486","M","Universitaria Completa","Independiente","No","Soltero",60000,3,"1"
"487","F","Universitaria Postgrado","Empresario","No","Soltero",100000,0,"1"
"488","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"489","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"49","M","Universitaria Postgrado","Deportista","Si","Soltero",30000,3,"1"
"490","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,3,"1"
"491","M","Universitaria Incompleta","Deportista","No","Casado",30000,3,"1"
"492","F","Secundaria Completa","Empleado","Si","Casado",30000,3,"1"
"493","F","Secundaria Completa","Empleado","Si","Casado",80000,2,"1"
"494","M","Secundaria Completa","Independiente","Si","Soltero",70000,2,"1"
"495","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"496","F","Secundaria Incompleta","Independiente","Si","Soltero",120000,0,"1"
"497","F","Secundaria Completa","Empresario","Si","Casado",130000,4,"1"
"498","F","Secundaria Completa","Empresario","Si","Soltero",100000,0,"1"
"499","M","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"5","M","Universitaria Postgrado","Empresario","Si","Soltero",70000,4,"1"
"50","M","Universitaria Postgrado","Deportista","Si","Casado",30000,3,"1"
"500","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"501","F","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"502","F","Secundaria Completa","Comerciante","Si","Casado",10000,1,"1"
"503","M","Universitaria Completa","Deportista","Si","Soltero",20000,0,"1"
"504","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"505","M","Universitaria Postgrado","Empresario","Si","Casado",60000,3,"1"
"506","M","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"507","F","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"508","F","Universitaria Incompleta","Empleado","No","Soltero",40000,0,"1"
"509","F","Universitaria Postgrado","Independiente","Si","Casado",60000,3,"1"
"51","M","Secundaria Completa","Independiente","Si","Casado",90000,3,"1"
"510","M","Universitaria Incompleta","Empleado","No","Soltero",50000,0,"1"
"511","F","Secundaria Completa","Independiente","No","Soltero",60000,2,"1"
"512","M","Secundaria Completa","Independiente","No","Soltero",60000,2,"1"
"513","F","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"514","M","Secundaria Completa","Independiente","Si","Casado",40000,2,"1"
"515","F","Secundaria Completa","Independiente","No","Casado",40000,2,"1"
"516","M","Secundaria Incompleta","Empleado","Si","Casado",40000,2,"1"
"517","M","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"518","F","Secundaria Incompleta","Comerciante","Si","Soltero",10000,5,"1"
"519","M","Universitaria Postgrado","Empresario","Si","Soltero",90000,3,"1"
"52","M","Secundaria Completa","Independiente","Si","Casado",90000,3,"1"
"520","F","Universitaria Incompleta","Comerciante","Si","Soltero",10000,2,"1"
"521","F","Universitaria Incompleta","Independiente","No","Soltero",90000,0,"1"
"522","F","Universitaria Completa","Empresario","No","Soltero",150000,2,"1"
"523","F","Universitaria Incompleta","Independiente","Si","Soltero",70000,4,"1"
"524","M","Universitaria Postgrado","Empresario","Si","Casado",50000,2,"1"
"525","F","Universitaria Completa","Empresario","Si","Casado",130000,1,"1"
"526","M","Universitaria Incompleta","Independiente","No","Soltero",150000,1,"1"
"527","M","Secundaria Completa","Independiente","No","Soltero",90000,4,"1"
"528","M","Secundaria Incompleta","Empleado","Si","Casado",80000,2,"1"
"529","F","Universitaria Incompleta","Independiente","No","Soltero",40000,3,"1"
"53","M","Universitaria Completa","Independiente","No","Soltero",60000,3,"1"
"530","M","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"531","M","Universitaria Completa","Empresario","Si","Casado",90000,5,"1"
"532","M","Universitaria Completa","Empresario","Si","Soltero",90000,5,"1"
"533","M","Secundaria Completa","Comerciante","No","Soltero",20000,0,"1"
"534","M","Universitaria Completa","Deportista","Si","Casado",30000,0,"1"
"535","F","Secundaria Completa","Deportista","Si","Casado",30000,1,"1"
"536","F","Universitaria Postgrado","Empleado","Si","Casado",50000,1,"1"
"537","M","Universitaria Postgrado","Empleado","Si","Casado",80000,5,"1"
"538","F","Universitaria Completa","Deportista","Si","Casado",30000,0,"1"
"539","F","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"54","M","Universitaria Completa","Independiente","Si","Soltero",90000,1,"1"
"540","F","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"541","M","Universitaria Postgrado","Empleado","Si","Soltero",60000,4,"1"
"542","F","Secundaria Completa","Deportista","Si","Casado",30000,1,"1"
"543","F","Universitaria Postgrado","Empleado","No","Soltero",60000,4,"1"
"544","M","Universitaria Postgrado","Empleado","Si","Casado",60000,4,"1"
"545","F","Universitaria Postgrado","Empleado","Si","Casado",60000,1,"1"
"546","M","Universitaria Postgrado","Empleado","Si","Soltero",50000,1,"1"
"547","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"548","M","Universitaria Postgrado","Empleado","Si","Casado",60000,4,"1"
"549","M","Universitaria Postgrado","Empleado","Si","Casado",60000,4,"1"
"55","M","Universitaria Incompleta","Empleado","No","Soltero",70000,1,"1"
"550","M","Secundaria Completa","Empleado","Si","Soltero",40000,4,"1"
"551","F","Universitaria Postgrado","Deportista","Si","Soltero",40000,0,"1"
"552","F","Universitaria Completa","Empresario","Si","Casado",100000,3,"1"
"553","M","Secundaria Incompleta","Independiente","Si","Casado",110000,4,"1"
"554","M","Secundaria Completa","Comerciante","No","Soltero",30000,0,"1"
"555","F","Universitaria Completa","Deportista","Si","Casado",30000,1,"1"
"556","M","Universitaria Postgrado","Deportista","Si","Soltero",40000,0,"1"
"557","F","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"558","M","Secundaria Incompleta","Comerciante","Si","Soltero",10000,4,"1"
"559","F","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"56","M","Universitaria Incompleta","Deportista","No","Casado",30000,3,"1"
"560","F","Secundaria Incompleta","Comerciante","Si","Soltero",20000,0,"1"
"561","F","Universitaria Incompleta","Deportista","Si","Soltero",40000,2,"1"
"562","M","Secundaria Incompleta","Comerciante","Si","Soltero",10000,4,"1"
"563","F","Secundaria Completa","Comerciante","Si","Soltero",20000,2,"1"
"564","F","Universitaria Postgrado","Deportista","Si","Casado",40000,1,"1"
"565","F","Universitaria Postgrado","Empleado","Si","Soltero",50000,0,"1"
"566","M","Universitaria Completa","Empresario","Si","Casado",170000,3,"1"
"567","M","Universitaria Postgrado","Empresario","Si","Soltero",110000,1,"1"
"568","M","Universitaria Postgrado","Empresario","Si","Casado",130000,1,"1"
"569","M","Universitaria Completa","Independiente","No","Casado",70000,0,"1"
"57","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"570","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"571","M","Universitaria Completa","Independiente","Si","Soltero",60000,3,"1"
"572","F","Universitaria Completa","Independiente","No","Soltero",60000,3,"1"
"573","F","Universitaria Completa","Independiente","Si","Casado",80000,5,"1"
"574","M","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"575","NA","Universitaria Completa","Independiente","Si","Soltero",100000,5,"1"
"576","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"577","M","Universitaria Completa","Independiente","No","Casado",80000,5,"1"
"578","F","Universitaria Incompleta","Empleado","No","Soltero",70000,2,"1"
"579","M","Universitaria Incompleta","Deportista","No","Casado",30000,2,"1"
"58","M","Universitaria Completa","Deportista","Si","Casado",20000,0,"1"
"580","M","Universitaria Completa","Empresario","Si","Casado",40000,2,"1"
"581","M","Secundaria Completa","Empleado","No","Casado",30000,3,"1"
"582","M","Secundaria Completa","Empleado","Si","Soltero",30000,3,"1"
"583","F","Secundaria Completa","Empleado","Si","Casado",30000,3,"1"
"584","F","Universitaria Incompleta","Empleado","No","Soltero",80000,2,"1"
"585","F","Universitaria Incompleta","Empleado","Si","Soltero",80000,2,"1"
"586","F","Secundaria Completa","Empresario","Si","Soltero",100000,0,"1"
"587","M","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"588","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"589","F","Secundaria Completa","Comerciante","No","Soltero",10000,0,"1"
"59","M","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"590","M","Universitaria Postgrado","Empresario","No","Casado",90000,1,"1"
"591","M","Universitaria Postgrado","Empresario","Si","Casado",80000,5,"1"
"592","F","Universitaria Completa","Independiente","Si","Soltero",60000,2,"1"
"593","M","Universitaria Completa","Independiente","Si","Casado",90000,0,"1"
"594","M","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"595","M","Universitaria Incompleta","Empleado","No","Casado",60000,1,"1"
"596","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"597","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"598","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"599","M","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"6","M","Universitaria Postgrado","Empresario","Si","Casado",70000,4,"1"
"60","M","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
"600","F","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"601","M","Universitaria Incompleta","Deportista","No","Casado",30000,3,"1"
"602","M","Secundaria Completa","Empleado","Si","Casado",30000,3,"1"
"603","F","Secundaria Completa","Empleado","No","Casado",30000,3,"1"
"604","M","Universitaria Incompleta","Empleado","No","Soltero",80000,2,"1"
"605","M","Secundaria Completa","Empleado","No","Soltero",80000,2,"1"
"606","F","Secundaria Completa","Empleado","Si","Casado",80000,2,"1"
"607","F","Secundaria Completa","Empleado","Si","Casado",80000,2,"1"
"608","M","Secundaria Completa","Empleado","Si","Soltero",80000,2,"1"
"609","F","Secundaria Completa","Empleado","No","Soltero",80000,2,"1"
"61","M","Universitaria Incompleta","Empleado","Si","Soltero",60000,1,"1"
"610","F","Secundaria Completa","Empleado","Si","Casado",80000,2,"1"
"611","F","Secundaria Completa","Independiente","No","Soltero",70000,2,"1"
"612","M","Universitaria Completa","Empresario","Si","Casado",100000,1,"1"
"613","F","Universitaria Completa","Independiente","Si","Soltero",70000,0,"1"
"614","F","Universitaria Completa","Independiente","Si","Casado",70000,0,"1"
"615","M","Universitaria Completa","Independiente","No","Soltero",80000,0,"1"
"616","F","Universitaria Completa","Independiente","Si","Casado",80000,0,"1"
"617","M","Universitaria Completa","Independiente","Si","Soltero",90000,0,"1"
"618","F","Secundaria Completa","Empresario","Si","Soltero",100000,0,"1"
"619","F","Secundaria Incompleta","Independiente","Si","Soltero",120000,0,"1"
"62","M","Universitaria Incompleta","Empleado","Si","Casado",80000,2,"1"
"620","M","Secundaria Completa","Empresario","Si","Casado",130000,4,"1"
"621","F","Universitaria Completa","Independiente","Si","Casado",90000,0,"1"
"622","M","Universitaria Postgrado","Independiente","Si","Soltero",70000,5,"1"
"623","F","Universitaria Completa","Independiente","No","Soltero",60000,1,"1"
"624","F","Universitaria Postgrado","Independiente","Si","Soltero",80000,5,"1"
"625","F","Secundaria Completa","Empleado","No","Soltero",30000,0,"1"
"626","F","Universitaria Completa","Empresario","Si","Soltero",80000,0,"1"
"627","M","Universitaria Postgrado","Independiente","No","Soltero",60000,1,"1"
"628","M","Secundaria Completa","Empleado","No","Soltero",40000,0,"1"
"629","M","Universitaria Incompleta","Empleado","Si","Casado",70000,1,"1"
"63","M","Secundaria Completa","Empleado","Si","Soltero",80000,2,"1"
"630","M","Universitaria Postgrado","Empresario","Si","Soltero",60000,3,"1"
"631","M","Secundaria Completa","Independiente","Si","Casado",30000,4,"1"
"632","M","Secundaria Completa","Independiente","No","Soltero",60000,2,"1"
"633","F","Secundaria Completa","Empleado","No","Casado",40000,4,"1"
"634","M","Secundaria Completa","Empleado","Si","Soltero",40000,4,"1"
"635","M","Universitaria Completa","Independiente","No","Soltero",40000,0,"1"
"636","F","Universitaria Incompleta","Deportista","No","Soltero",40000,2,"1"
"637","F","Universitaria Postgrado","Empleado","Si","Casado",50000,1,"1"
"638","M","Universitaria Incompleta","Empleado","Si","Casado",60000,1,"1"
"639","F","Secundaria Completa","Empleado","No","Soltero",40000,4,"1"
"64","M","Secundaria Completa","Independiente","Si","Soltero",70000,2,"1"
"640","F","Secundaria Completa","Empleado","Si","Soltero",40000,4,"1"
"641","M","Universitaria Postgrado","Independiente","No","Soltero",60000,0,"1"
"642","M","Universitaria Completa","Independiente","No","Soltero",60000,4,"1"
"643","F","Universitaria Incompleta","Independiente","No","Soltero",70000,3,"1"
"644","M","Universitaria Incompleta","Independiente","Si","Casado",70000,3,"1"
"645","F","Universitaria Incompleta","Independiente","Si","Casado",70000,3,"1"
"646","M","Universitaria Incompleta","Independiente","No","Soltero",90000,2,"1"
"647","M","Universitaria Incompleta","Independiente","No","Soltero",70000,4,"1"
"648","M","Universitaria Incompleta","Independiente","No","Soltero",80000,3,"1"
"649","M","Universitaria Incompleta","Independiente","Si","Soltero",120000,4,"1"
"65","M","Universitaria Postgrado","Empresario","Si","Soltero",130000,0,"1"
"650","F","Universitaria Incompleta","Independiente","Si","Soltero",120000,4,"1"
"651","F","Universitaria Incompleta","Independiente","No","Soltero",150000,4,"1"
"652","M","Universitaria Completa","Empresario","Si","Casado",130000,1,"1"
"653","F","Secundaria Completa","Independiente","Si","Casado",90000,2,"1"
"654","F","Universitaria Postgrado","Empresario","Si","Soltero",70000,3,"1"
"655","M","Secundaria Completa","Independiente","No","Soltero",40000,4,"1"
"656","F","Secundaria Completa","Empleado","No","Soltero",30000,0,"1"
"657","M","Secundaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"658","F","Secundaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"659","M","Universitaria Completa","Independiente","No","Soltero",60000,3,"1"
"66","M","Universitaria Completa","Independiente","Si","Casado",80000,0,"1"
"660","F","Universitaria Completa","Deportista","No","Soltero",30000,1,"1"
"661","M","Secundaria Completa","Empresario","Si","Casado",90000,4,"1"
"662","F","Universitaria Incompleta","Deportista","No","Casado",40000,2,"1"
"663","M","Universitaria Postgrado","Independiente","No","Casado",60000,0,"1"
"664","F","Universitaria Incompleta","Empleado","Si","Soltero",40000,0,"1"
"665","M","Universitaria Postgrado","Independiente","No","Soltero",60000,0,"1"
"666","F","Universitaria Completa","Empresario","Si","Casado",80000,5,"1"
"667","F","Universitaria Postgrado","Independiente","Si","Casado",60000,1,"1"
"668","M","Universitaria Completa","Empleado","Si","Soltero",40000,2,"1"
"669","F","Universitaria Postgrado","Empleado","Si","Soltero",40000,1,"1"
"67","M","Universitaria Completa","Independiente","No","Soltero",90000,0,"1"
"670","F","Universitaria Postgrado","Independiente","Si","Soltero",70000,4,"1"
"671","F","Universitaria Completa","Empleado","No","Soltero",60000,3,"1"
"672","M","Universitaria Postgrado","Independiente","Si","Soltero",70000,4,"1"
"673","M","Universitaria Completa","Independiente","No","Soltero",40000,0,"1"
"674","F","Universitaria Postgrado","Independiente","Si","Soltero",60000,2,"1"
"675","M","Universitaria Postgrado","Independiente","Si","Casado",70000,4,"1"
"676","F","Universitaria Postgrado","Independiente","No","Soltero",60000,0,"1"
"677","F","Universitaria Completa","Independiente","Si","Soltero",60000,4,"1"
"678","M","Universitaria Completa","Empleado","No","Soltero",80000,3,"1"
"679","M","Universitaria Completa","Independiente","Si","Casado",60000,1,"1"
"68","M","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"680","M","Secundaria Completa","Independiente","Si","Soltero",70000,5,"1"
"681","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"682","F","Universitaria Postgrado","Empleado","Si","Casado",50000,1,"1"
"683","F","Universitaria Completa","Independiente","Si","Casado",60000,3,"1"
"684","F","Secundaria Completa","Independiente","Si","Soltero",120000,1,"1"
"685","M","Universitaria Incompleta","Empleado","No","Casado",30000,0,"1"
"686","F","Universitaria Completa","Empresario","No","Soltero",130000,1,"1"
"687","M","Universitaria Incompleta","Independiente","Si","Casado",110000,2,"1"
"688","M","Secundaria Completa","Independiente","Si","Casado",60000,3,"1"
"689","F","Universitaria Incompleta","Independiente","Si","Casado",60000,2,"1"
"69","M","Universitaria Incompleta","Comerciante","No","Soltero",10000,0,"1"
"690","M","Secundaria Completa","Comerciante","Si","Soltero",20000,2,"1"
"691","F","Secundaria Completa","Empleado","Si","Casado",40000,0,"1"
"692","M","Secundaria Completa","Comerciante","Si","Soltero",20000,3,"1"
"693","M","Universitaria Postgrado","Empresario","No","Soltero",110000,0,"1"
"694","M","Universitaria Completa","Empresario","Si","Casado",70000,4,"1"
"695","F","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"696","M","Universitaria Completa","Empresario","Si","Casado",100000,4,"1"
"697","F","Universitaria Completa","Empresario","Si","Casado",70000,5,"1"
"698","F","Secundaria Completa","Independiente","Si","Soltero",70000,2,"1"
"699","M","Secundaria Completa","Independiente","Si","Soltero",60000,3,"1"
"7","M","Universitaria Postgrado","Empresario","Si","Soltero",120000,2,"1"
"70","M","Universitaria Completa","Deportista","Si","Casado",20000,0,"1"
"700","M","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"701","M","Universitaria Completa","Empresario","Si","Casado",70000,4,"1"
"702","F","Universitaria Completa","Empresario","No","Casado",130000,1,"1"
"703","M","Universitaria Completa","Empresario","Si","Casado",150000,3,"1"
"704","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,2,"1"
"705","F","Universitaria Completa","Empresario","Si","Soltero",100000,4,"1"
"706","F","Universitaria Incompleta","Independiente","Si","Soltero",70000,3,"1"
"707","F","Universitaria Incompleta","Independiente","Si","Casado",70000,4,"1"
"708","F","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"709","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"71","M","Universitaria Completa","Deportista","Si","Soltero",20000,0,"1"
"710","F","Universitaria Postgrado","Empleado","Si","Soltero",60000,1,"1"
"711","F","Universitaria Incompleta","Comerciante","No","Casado",10000,3,"1"
"712","NA","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"713","F","Universitaria Postgrado","Empresario","Si","Soltero",50000,2,"1"
"714","F","Universitaria Completa","Independiente","No","Soltero",40000,0,"1"
"715","F","Universitaria Completa","Empleado","Si","Casado",50000,1,"1"
"716","F","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"717","F","Universitaria Completa","Empresario","Si","Casado",130000,2,"1"
"718","F","Universitaria Postgrado","Deportista","Si","Soltero",40000,0,"1"
"719","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"72","M","Secundaria Completa","Empleado","Si","Casado",30000,3,"1"
"720","M","Universitaria Postgrado","Empresario","Si","Casado",70000,4,"1"
"721","F","Secundaria Incompleta","Deportista","No","Casado",20000,3,"1"
"722","M","Universitaria Incompleta","Independiente","Si","Casado",100000,3,"1"
"723","F","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"724","M","Universitaria Incompleta","Deportista","Si","Casado",40000,1,"1"
"725","F","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"726","M","Universitaria Completa","Deportista","Si","Soltero",30000,0,"1"
"727","F","Universitaria Incompleta","Independiente","Si","Soltero",110000,3,"1"
"728","M","Universitaria Completa","Empleado","Si","Casado",60000,2,"1"
"729","M","Universitaria Incompleta","Independiente","No","Soltero",100000,0,"1"
"73","M","Secundaria Completa","Empresario","Si","Casado",100000,0,"1"
"730","M","Secundaria Incompleta","Empleado","Si","Casado",80000,2,"1"
"731","M","Universitaria Completa","Empresario","Si","Soltero",80000,4,"1"
"732","F","Universitaria Postgrado","Empleado","Si","Soltero",60000,4,"1"
"733","F","Secundaria Completa","Empleado","Si","Soltero",40000,4,"1"
"734","F","Secundaria Incompleta","Comerciante","No","Casado",10000,3,"1"
"735","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,3,"1"
"736","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"737","M","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"738","F","Secundaria Incompleta","Comerciante","Si","Soltero",10000,5,"1"
"739","F","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"74","M","Secundaria Incompleta","Independiente","Si","Soltero",120000,0,"1"
"740","F","Universitaria Completa","Empleado","Si","Casado",30000,1,"1"
"741","F","Universitaria Incompleta","Deportista","Si","Soltero",30000,2,"1"
"742","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,3,"1"
"743","M","Universitaria Incompleta","Deportista","Si","Soltero",30000,4,"1"
"744","M","Universitaria Incompleta","Deportista","No","Soltero",30000,0,"1"
"745","M","Universitaria Incompleta","Deportista","No","Casado",30000,0,"1"
"746","M","Universitaria Incompleta","Comerciante","No","Soltero",20000,1,"1"
"747","M","Universitaria Incompleta","Comerciante","Si","Casado",20000,2,"1"
"748","F","Universitaria Completa","Deportista","Si","Casado",30000,3,"1"
"749","F","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"75","M","Universitaria Incompleta","Comerciante","Si","Casado",20000,0,"1"
"750","F","Universitaria Completa","Empleado","Si","Casado",40000,1,"1"
"751","F","Secundaria Incompleta","Comerciante","No","Soltero",20000,0,"1"
"752","F","Secundaria Incompleta","Comerciante","No","Casado",20000,0,"1"
"753","F","Universitaria Postgrado","Deportista","Si","Casado",30000,4,"1"
"754","F","Universitaria Completa","Deportista","Si","Casado",30000,3,"1"
"755","F","Universitaria Postgrado","Deportista","Si","Casado",40000,0,"1"
"756","M","Secundaria Incompleta","Independiente","Si","Casado",150000,3,"1"
"757","F","Secundaria Completa","Empresario","No","Casado",100000,0,"1"
"758","M","Secundaria Completa","Empresario","Si","Soltero",100000,0,"1"
"759","F","Secundaria Incompleta","Independiente","Si","Soltero",100000,0,"1"
"76","M","Secundaria Completa","Comerciante","Si","Casado",10000,1,"1"
"760","F","Universitaria Incompleta","Comerciante","Si","Casado",10000,0,"1"
"761","M","Universitaria Incompleta","Comerciante","Si","Casado",10000,0,"1"
"762","F","Universitaria Postgrado","Empresario","Si","Soltero",80000,4,"1"
"763","F","Universitaria Completa","Independiente","Si","Casado",90000,2,"1"
"764","M","Universitaria Incompleta","Empleado","No","Casado",60000,1,"1"
"765","F","Universitaria Completa","Independiente","No","Soltero",100000,0,"1"
"766","F","Universitaria Completa","Independiente","No","Soltero",70000,0,"1"
